gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[0 7],policy[0 8],policy[0 9],policy[0 10],policy[0 11],policy[0 12],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[1 7],policy[1 8],policy[1 9],policy[1 10],policy[1 11],policy[1 12],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[2 7],policy[2 8],policy[2 9],policy[2 10],policy[2 11],policy[2 12],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[3 7],policy[3 8],policy[3 9],policy[3 10],policy[3 11],policy[3 12],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[4 7],policy[4 8],policy[4 9],policy[4 10],policy[4 11],policy[4 12],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[5 7],policy[5 8],policy[5 9],policy[5 10],policy[5 11],policy[5 12],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6],policy[6 7],policy[6 8],policy[6 9],policy[6 10],policy[6 11],policy[6 12]
58,1.52078,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921,0.291733,0.291509,nan,nan,0.804295,0.820775,1.28921
59,1.55694,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662,0.292139,0.291893,nan,nan,0.804963,1.27403,1.29662
60,1.59351,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412,0.29255,0.292281,nan,nan,0.805638,1.28185,1.30412
61,1.63051,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171,0.292966,0.292674,nan,nan,0.806322,1.28919,1.31171
62,1.66794,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272,0.293387,0.293071,nan,nan,0.807013,1.29662,1.37272
63,1.7058,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967,0.293813,0.293473,nan,nan,0.807713,1.30413,1.37967
64,1.7441,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495,0.294243,0.293879,nan,nan,0.80842,1.31173,1.53495
65,1.78284,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482,0.294679,0.29429,nan,nan,0.809136,1.3699,1.54482
66,1.82203,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481,0.295119,0.294706,nan,nan,0.80986,1.37586,1.55481
67,1.86167,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534,0.295565,0.295127,nan,nan,0.810592,1.54001,1.60534
68,1.90178,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568,0.296016,0.295553,nan,nan,0.811333,1.5487,1.61568
69,1.94235,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615,0.296472,0.295983,nan,nan,0.812082,1.59867,1.62615
70,1.98339,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761,0.296933,0.296419,nan,nan,0.81284,1.60683,1.72761
71,2.0249,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557,0.2974,0.296859,nan,nan,0.813607,1.61508,1.74557
72,2.0669,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929,0.297872,0.297305,nan,nan,0.814383,1.62343,1.74929
73,2.10938,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305,0.29835,0.297756,nan,nan,0.815168,1.74308,1.75305
74,2.15235,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685,0.298833,0.298212,nan,nan,0.815961,1.74681,1.75685
75,2.19582,0.299321,0.298673,nan,nan,0.816765,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816765,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816765,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816765,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816765,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816765,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816765,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816765,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816764,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816764,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816764,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816764,1.74971,1.7607,0.299321,0.298673,nan,nan,0.816764,1.74971,1.7607
76,2.2398,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459,0.299816,0.29914,nan,nan,0.817577,1.75264,1.76459
77,2.28428,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853,0.300316,0.299612,nan,nan,0.818399,1.7556,1.76853
78,2.32928,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251,0.300822,0.30009,nan,nan,0.81923,1.7586,1.77251
79,2.37481,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654,0.301333,0.300573,nan,nan,0.820071,1.76163,1.77654
80,2.42085,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062,nan,0.301061,nan,nan,0.820921,1.7647,1.78062
81,2.46744,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936,nan,0.301556,nan,nan,0.821782,1.7678,1.99936
82,2.51456,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825,nan,nan,nan,nan,1.75963,1.77094,2.00825
83,2.56223,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724,nan,nan,nan,nan,1.76197,1.77412,2.01724
84,2.61045,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409,nan,nan,nan,nan,1.76433,1.77733,2.1409
85,2.65923,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784,nan,nan,nan,nan,1.76673,1.78058,2.14784
86,2.70857,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424,nan,nan,nan,nan,1.76915,2.01108,2.26424
87,2.75849,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431,nan,nan,nan,nan,1.7716,2.01736,2.27431
88,2.80898,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473,nan,nan,nan,nan,1.77408,2.02372,2.28473
89,2.86006,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675,nan,nan,nan,nan,1.77659,2.27456,2.30675
90,2.91173,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903,nan,nan,nan,nan,1.77912,2.2847,2.32903
