gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[0 7],VF[0 8],VF[0 9],VF[0 10],VF[0 11],VF[0 12],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[1 7],VF[1 8],VF[1 9],VF[1 10],VF[1 11],VF[1 12],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[2 7],VF[2 8],VF[2 9],VF[2 10],VF[2 11],VF[2 12],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[3 7],VF[3 8],VF[3 9],VF[3 10],VF[3 11],VF[3 12],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[4 7],VF[4 8],VF[4 9],VF[4 10],VF[4 11],VF[4 12],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[5 7],VF[5 8],VF[5 9],VF[5 10],VF[5 11],VF[5 12],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6],VF[6 7],VF[6 8],VF[6 9],VF[6 10],VF[6 11],VF[6 12]
71,2.0249,-7.44771,-7.44771,-7.44771,-7.44771,-7.44771,-7.44771,-7.44772,-7.27825,-7.27825,-7.27825,-7.27826,-7.27826,-7.27826,-7.27826,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.30158,-3.30158,-3.30158,-3.30158,-3.30158,-3.30158,-3.30158,-1.79358,-1.79358,-1.79358,-1.79358,-1.79358,-1.79358,-1.79358,-1.66009,-1.66009,-1.66009,-1.66009,-1.66009,-1.66009,-1.66009,-7.47544,-7.4708,-7.46617,-7.46154,-7.4569,-7.45227,-7.44764,-7.30461,-7.30021,-7.2958,-7.2914,-7.28699,-7.28259,-7.27818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.31432,-3.31219,-3.31006,-3.30793,-3.3058,-3.30367,-3.30155,-1.81102,-1.80811,-1.80519,-1.80228,-1.79937,-1.79646,-1.79354
72,2.0669,-7.3798,-7.3798,-7.3798,-7.3798,-7.3798,-7.3798,-7.3798,-7.21368,-7.21368,-7.21368,-7.21368,-7.21369,-7.21369,-7.21369,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.27037,-3.27037,-3.27037,-3.27037,-3.27037,-3.27037,-3.27037,-1.75089,-1.75089,-1.75089,-1.75089,-1.75089,-1.75089,-1.75089,-1.63284,-1.63284,-1.63284,-1.63284,-1.63284,-1.63284,-1.63284,-7.4081,-7.40337,-7.39864,-7.39391,-7.38918,-7.38445,-7.37972,-7.24059,-7.23609,-7.2316,-7.2271,-7.2226,-7.21811,-7.21361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.28338,-3.28121,-3.27903,-3.27686,-3.27469,-3.27251,-3.27034,-1.76869,-1.76572,-1.76274,-1.75977,-1.7568,-1.75382,-1.75085
73,2.10938,-7.3111,-7.3111,-7.3111,-7.3111,-7.3111,-7.3111,-7.3111,-7.14837,-7.14837,-7.14837,-7.14837,-7.14837,-7.14837,-7.14837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.2388,-3.2388,-3.2388,-3.2388,-3.2388,-3.2388,-3.2388,-1.70066,-1.70066,-1.70066,-1.70066,-1.70066,-1.70066,-1.70066,-1.60529,-1.60529,-1.60529,-1.60529,-1.60529,-1.60529,-1.60529,-7.33998,-7.33516,-7.33033,-7.3255,-7.32068,-7.31585,-7.31102,-7.17583,-7.17124,-7.16665,-7.16206,-7.15747,-7.15288,-7.14829,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.25208,-3.24986,-3.24764,-3.24542,-3.24321,-3.24099,-3.23877,-1.72587,-1.72283,-1.7198,-1.71676,-1.70704,-1.70384,-1.70064
74,2.15235,-7.2416,-7.2416,-7.24161,-7.24161,-7.24161,-7.24161,-7.24161,-7.08229,-7.08229,-7.08229,-7.08229,-7.08229,-7.08229,-7.08229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.20687,-3.20687,-3.20687,-3.20687,-3.20687,-3.20687,-3.20687,-1.67506,-1.67506,-1.67506,-1.67506,-1.67506,-1.67506,-1.67506,-1.57741,-1.57741,-1.57741,-1.57741,-1.57741,-1.57741,-1.57741,-7.27108,-7.26615,-7.26123,-7.2563,-7.25138,-7.24645,-7.24153,-7.11031,-7.10563,-7.10095,-7.09626,-7.09158,-7.0869,-7.08222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.22042,-3.21815,-3.21589,-3.21363,-3.21136,-3.2091,-3.20684,-1.68546,-1.68372,-1.68198,-1.68025,-1.67851,-1.67677,-1.67504
75,2.19582,-7.1713,-7.1713,-7.1713,-7.1713,-7.17131,-7.17131,-7.17131,-7.01545,-7.01545,-7.01545,-7.01545,-7.01545,-7.01545,-7.01545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.17456,-3.17456,-3.17456,-3.17456,-3.17456,-3.17456,-3.17456,-1.65028,-1.65028,-1.65028,-1.65028,-1.65028,-1.65028,-1.65028,-1.54921,-1.54921,-1.54921,-1.54921,-1.54921,-1.54921,-1.54921,-7.20137,-7.19635,-7.19132,-7.1863,-7.18128,-7.17625,-7.17123,-7.04404,-7.03926,-7.03448,-7.02971,-7.02493,-7.02015,-7.01538,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.18839,-3.18608,-3.18377,-3.18146,-3.17915,-3.17684,-3.17453,-1.66088,-1.65911,-1.65733,-1.65556,-1.65379,-1.65202,-1.65025
76,2.2398,-7.10019,-7.10019,-7.10019,-7.10019,-7.10019,-7.10019,-7.10019,-6.94784,-6.94784,-6.94784,-6.94784,-6.94784,-6.94784,-6.94784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.14188,-3.14188,-3.14188,-3.14188,-3.14188,-3.14188,-3.14188,-1.62521,-1.62521,-1.62521,-1.62521,-1.62521,-1.62521,-1.62521,-1.52069,-1.52069,-1.52069,-1.52069,-1.52069,-1.52069,-1.52069,-7.13086,-7.12574,-7.12061,-7.11549,-7.11036,-7.10524,-7.10011,-6.977,-6.97212,-6.96725,-6.96238,-6.95751,-6.95263,-6.94776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.15598,-3.15363,-3.15127,-3.14892,-3.14656,-3.14421,-3.14185,-1.63601,-1.63421,-1.6324,-1.63059,-1.62879,-1.62698,-1.62517
77,2.28428,-7.02825,-7.02825,-7.02825,-7.02825,-7.02825,-7.02825,-7.02825,-6.87944,-6.87944,-6.87944,-6.87944,-6.87944,-6.87944,-6.87944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.10883,-3.10883,-3.10883,-3.10883,-3.10883,-3.10883,-3.10883,-1.59985,-1.59985,-1.59985,-1.59985,-1.59985,-1.59985,-1.59985,-1.49183,-1.49183,-1.49183,-1.49183,-1.49183,-1.49183,-1.49183,-7.05953,-7.05431,-7.04908,-7.04385,-7.03862,-7.0334,-7.02817,-6.90918,-6.90421,-6.89924,-6.89427,-6.8893,-6.88433,-6.87936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.12321,-3.12081,-3.1184,-3.116,-3.1136,-3.1112,-3.1088,-1.61086,-1.60902,-1.60718,-1.60533,-1.60349,-1.60165,-1.5998
78,2.32928,-6.95548,-6.95548,-6.95548,-6.95548,-6.95548,-6.95548,-6.95548,-6.81025,-6.81025,-6.81025,-6.81025,-6.81025,-6.81025,-6.81025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.07539,-3.07539,-3.07539,-3.07539,-3.07539,-3.07539,-3.07539,-1.5742,-1.5742,-1.5742,-1.5742,-1.5742,-1.5742,-1.5742,-1.46264,-1.46264,-1.46264,-1.46264,-1.46264,-1.46264,-1.46264,-6.98738,-6.98205,-6.97672,-6.97139,-6.96606,-6.96073,-6.9554,-6.84058,-6.83551,-6.83044,-6.82537,-6.82031,-6.81524,-6.81017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.09005,-3.0876,-3.08515,-3.0827,-3.08025,-3.07781,-3.07536,-1.58542,-1.58354,-1.58166,-1.57978,-1.5779,-1.57602,-1.57414
79,2.37481,-6.88186,-6.88186,-6.88186,-6.88186,-6.88186,-6.88186,-6.88186,-6.74025,-6.74026,-6.74026,-6.74026,-6.74026,-6.74026,-6.74026,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.04156,-3.04156,-3.04156,-3.04156,-3.04156,-3.04156,-3.04156,-1.54825,-1.54825,-1.54825,-1.54825,-1.54825,-1.54825,-1.54825,-1.43312,-1.43312,-1.43312,-1.43312,-1.43312,-1.43312,-1.43312,-6.91439,-6.90895,-6.90352,-6.89808,-6.89265,-6.88722,-6.88178,-6.77118,-6.76601,-6.76084,-6.75568,-6.75051,-6.74534,-6.74018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.05651,-3.05401,-3.05152,-3.04902,-3.04652,-3.04403,-3.04153,-1.55968,-1.55776,-1.55585,-1.55393,-1.55202,-1.5501,-1.54818
80,2.42085,nan,nan,nan,nan,nan,nan,nan,-6.66945,-6.66945,-6.66945,-6.66945,-6.66945,-6.66945,-6.66945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.00734,-3.00734,-3.00734,-3.00734,-3.00734,-3.00734,-3.00734,-1.522,-1.522,-1.522,-1.522,-1.522,-1.522,-1.522,-1.40325,-1.40325,-1.40325,-1.40325,-1.40325,-1.40325,-1.40325,-6.84055,-6.83501,-6.82947,-6.82393,nan,nan,nan,-6.70098,-6.69571,-6.69044,-6.68517,-6.67991,-6.67464,-6.66937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.02258,-3.02004,-3.01749,-3.01495,-3.0124,-3.00986,-3.00731,-1.53364,-1.53169,-1.52974,-1.52778,-1.52583,-1.52388,-1.52192
81,2.46744,nan,nan,nan,nan,nan,nan,nan,-6.59783,-6.59783,-6.59783,-6.59783,-6.59783,-6.59783,-6.59783,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.97273,-2.97273,-2.97273,-2.97273,-2.97273,-2.97273,-2.97273,-1.49545,-1.49545,-1.49545,-1.49545,-1.49545,-1.49545,-1.49545,-1.32032,-1.32032,-1.32032,-1.32032,-1.32032,-1.32032,-1.32032,nan,nan,nan,nan,nan,nan,nan,-6.62996,-6.62459,-6.61922,-6.61385,-6.60849,-6.60312,-6.59775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.98826,-2.98567,-2.98307,-2.98048,-2.97788,-2.97529,-2.97269,-1.50731,-1.50532,-1.50332,-1.50133,-1.49934,-1.49735,-1.49536
82,2.51456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.57138,-1.57138,-1.57138,-1.57138,-1.57138,-1.57138,-1.57138,-1.46859,-1.46859,-1.46859,-1.46859,-1.46859,-1.46859,-1.46859,-1.29356,-1.29356,-1.29356,-1.29356,-1.29356,-1.29356,-1.29356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.58153,-1.57983,-1.57812,-1.57642,-1.57471,-1.57301,-1.5713,-1.48066,-1.47863,-1.47661,-1.47458,-1.47255,-1.47052,-1.46849
83,2.56223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.54854,-1.54854,-1.54854,-1.54854,-1.54854,-1.54854,-1.54854,-1.44142,-1.44142,-1.44142,-1.44142,-1.44142,-1.44142,-1.44142,-1.26648,-1.26648,-1.26648,-1.26648,-1.26648,-1.26648,-1.26648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.55888,-1.55714,-1.5554,-1.55366,-1.55192,-1.55019,-1.54845,-1.45371,-1.45164,-1.44958,-1.44751,-1.44544,-1.44337,-1.44131
84,2.61045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.52544,-1.52544,-1.52544,-1.52544,-1.52544,-1.52544,-1.52544,-1.41393,-1.41393,-1.41393,-1.41393,-1.41393,-1.41393,-1.41393,-1.2355,-1.2355,-1.2355,-1.2355,-1.2355,-1.2355,-1.2355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.53596,-1.53418,-1.53241,-1.53064,-1.52887,-1.5271,-1.52533,-1.42645,-1.42434,-1.42224,-1.42013,-1.41802,-1.41592,-1.41381
85,2.65923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.50206,-1.50206,-1.50206,-1.50206,-1.50206,-1.50206,-1.50206,-1.38613,-1.38613,-1.38613,-1.38613,-1.38613,-1.38613,-1.38613,-1.20343,-1.20343,-1.20343,-1.20343,-1.20343,-1.20343,-1.20343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.51277,-1.51097,-1.50916,-1.50736,-1.50555,-1.50375,-1.50195,-1.39887,-1.39672,-1.39458,-1.39243,-1.39028,-1.38814,-1.38599
86,2.70857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.47842,-1.47842,-1.47842,-1.47842,-1.47842,-1.47842,-1.47842,-1.27584,-1.27584,-1.27584,-1.27584,-1.27584,-1.27584,-1.27584,-1.17434,-1.17434,-1.17434,-1.17434,-1.17434,-1.17434,-1.17434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.48931,-1.48748,-1.48564,-1.4838,-1.48197,-1.48013,-1.47829,-1.37097,-1.36878,-1.28364,-1.2817,-1.27975,-1.2778,-1.27586
87,2.75849,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.4545,-1.4545,-1.4545,-1.4545,-1.4545,-1.4545,-1.4545,-1.25049,-1.25049,-1.25049,-1.25049,-1.25049,-1.25049,-1.25049,-1.14523,-1.14523,-1.14523,-1.14523,-1.14523,-1.14523,-1.14523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.46559,-1.46372,-1.46185,-1.45997,-1.4581,-1.45623,-1.45436,-1.26241,-1.26042,-1.25844,-1.25646,-1.25448,-1.25249,-1.25051
88,2.80898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.43031,-1.43031,-1.43031,-1.43031,-1.43031,-1.43031,-1.43031,-1.22485,-1.22485,-1.22485,-1.22485,-1.22485,-1.22485,-1.22485,-1.11592,-1.11592,-1.11592,-1.11592,-1.11592,-1.11592,-1.11592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.44159,-1.43968,-1.43778,-1.43587,-1.43396,-1.43206,-1.43015,-1.23698,-1.23497,-1.23295,-1.23093,-1.22891,-1.22689,-1.22487
89,2.86006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.40583,-1.40583,-1.40583,-1.40583,-1.40583,-1.40583,-1.40583,-1.16265,-1.16265,-1.16265,-1.16265,-1.16265,-1.16265,-1.16265,-1.09252,-1.09252,-1.09252,-1.09252,-1.09252,-1.09252,-1.09252,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.41731,-1.41537,-1.41343,-1.41149,-1.40955,-1.40761,-1.40567,-1.17722,-1.1748,-1.17237,-1.16995,-1.16752,-1.1651,-1.16267
90,2.91173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.38108,-1.38108,-1.38108,-1.38108,-1.38108,-1.38108,-1.38108,-1.13184,-1.13184,-1.13184,-1.13184,-1.13184,-1.13184,-1.13184,-1.06885,-1.06885,-1.06885,-1.06885,-1.06885,-1.06885,-1.06885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.39275,-1.39077,-1.3888,-1.38682,-1.38485,-1.38287,-1.3809,-1.14652,-1.14405,-1.14158,-1.13911,-1.13664,-1.13417,-1.13187
91,2.964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.35603,-1.35603,-1.35603,-1.35603,-1.35603,-1.35603,-1.35603,-1.10811,-1.10811,-1.10811,-1.10811,-1.10811,-1.10811,-1.10811,-1.0469,-1.0469,-1.0469,-1.0469,-1.0469,-1.0469,-1.0469,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.3679,-1.36589,-1.36388,-1.36187,-1.35986,-1.35785,-1.35584,-1.11955,-1.11765,-1.11574,-1.11383,-1.11193,-1.11002,-1.10811
92,3.01688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.21594,-1.21594,-1.21594,-1.21594,-1.21594,-1.21594,-1.21594,-1.0841,-1.0841,-1.0841,-1.0841,-1.0841,-1.0841,-1.0841,-1.02126,-1.02126,-1.02126,-1.02126,-1.02126,-1.02126,-1.02126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.22706,-1.22522,-1.22338,-1.22154,-1.2197,-1.21786,-1.21602,-1.09572,-1.09378,-1.09184,-1.0899,-1.08796,-1.08602,-1.08408
93,3.07036,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.19287,-1.19287,-1.19287,-1.19287,-1.19287,-1.19287,-1.19287,-1.05948,-1.05948,-1.05948,-1.05948,-1.05948,-1.05948,-1.05948,-1.00371,-1.00371,-1.00371,-1.00371,-1.00371,-1.00371,-1.00371,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.2042,-1.20233,-1.20045,-1.19858,-1.19671,-1.19484,-1.19296,-1.0724,-1.07024,-1.06808,-1.06593,-1.06377,-1.06161,-1.05946
94,3.12447,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.08989,-1.08989,-1.08989,-1.08989,-1.08989,-1.08989,-1.08989,-1.03331,-1.03331,-1.03331,-1.03331,-1.03331,-1.03331,-1.03331,-0.990821,-0.990821,-0.990821,-0.990821,-0.990821,-0.990821,-0.990821,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.10175,-1.09977,-1.09779,-1.09581,-1.09383,-1.09185,-1.08987,-1.04577,-1.04357,-1.04138,-1.03918,-1.03722,-1.03525,-1.03329
95,3.1792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0598,-1.0598,-1.0598,-1.0598,-1.0598,-1.0598,-1.0598,-1.01739,-1.01739,-1.01739,-1.01739,-1.01739,-1.01739,-1.01739,-0.977779,-0.977779,-0.977779,-0.977779,-0.977779,-0.97778,-0.97778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.07355,-1.07126,-1.06896,-1.06666,-1.06437,-1.06207,-1.05978,-1.02184,-1.0211,-1.02035,-1.01961,-1.01886,-1.01812,-1.01737
96,3.23457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.03565,-1.03565,-1.03565,-1.03565,-1.03565,-1.03565,-1.03565,-1.00823,-1.00823,-1.00823,-1.00823,-1.00823,-1.00823,-1.00823,-0.964587,-0.964587,-0.964587,-0.964587,-0.964587,-0.964587,-0.964587,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.04751,-1.04553,-1.04355,-1.04157,-1.03959,-1.03761,-1.03563,-1.01276,-1.012,-1.01124,-1.01049,-1.00973,-1.00897,-1.00821
97,3.29058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.998968,-0.998968,-0.998968,-0.998968,-0.998968,-0.998968,-0.998968,-0.951241,-0.951241,-0.951241,-0.951241,-0.951241,-0.951241,-0.951241,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.00357,-1.0028,-1.00203,-1.00126,-1.00049,-0.999719,-0.998949
98,3.34724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.989595,-0.989595,-0.989595,-0.989595,-0.989595,-0.989595,-0.989595,-0.937741,-0.937741,-0.937741,-0.937741,-0.937741,-0.937741,-0.937741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.994277,-0.993493,-0.99271,-0.991926,-0.991143,-0.990359,-0.989575
99,3.40456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.980113,-0.980113,-0.980113,-0.980113,-0.980113,-0.980113,-0.980113,-0.924085,-0.924085,-0.924085,-0.924085,-0.924085,-0.924085,-0.924085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.984876,-0.984079,-0.983282,-0.982484,-0.981687,-0.98089,-0.980093
100,3.46253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.970521,-0.970521,-0.970521,-0.970521,-0.970521,-0.970521,-0.970521,-0.91027,-0.91027,-0.91027,-0.91027,-0.91027,-0.91027,-0.91027,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.975365,-0.974555,-0.973744,-0.972933,-0.972123,-0.971312,-0.970502
101,3.52119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.960818,-0.960818,-0.960818,-0.960818,-0.960818,-0.960818,-0.960818,-0.896296,-0.896296,-0.896296,-0.896296,-0.896296,-0.896296,-0.896296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.965745,-0.96492,-0.964096,-0.963272,-0.962447,-0.961623,-0.960799
102,3.58052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.951003,-0.951003,-0.951003,-0.951003,-0.951003,-0.951003,-0.951003,-0.882159,-0.882159,-0.882159,-0.882159,-0.882159,-0.882159,-0.882159,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.956013,-0.955174,-0.954336,-0.953498,-0.95266,-0.951821,-0.950983
103,3.64053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.941074,-0.941074,-0.941074,-0.941074,-0.941074,-0.941074,-0.941074,-0.867859,-0.867859,-0.867859,-0.867859,-0.867859,-0.867859,-0.867859,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.946168,-0.945315,-0.944463,-0.943611,-0.942759,-0.941906,-0.941054
