gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6],VF[7],VF[8],VF[9],VF[10],VF[11],VF[12],VF[13],VF[14],VF[15],VF[16],VF[17],VF[18],VF[19],VF[20],VF[21],VF[22],VF[23],VF[24],VF[25],VF[26],VF[27],VF[28],VF[29],VF[30],VF[31],VF[32],VF[33],VF[34],VF[35],VF[36],VF[37],VF[38],VF[39],VF[40],VF[41],VF[42],VF[43],VF[44],VF[45],VF[46],VF[47],VF[48]
394,72.6899,-0.371196,-0.366839,-0.362565,-0.358367,-0.354248,-0.350202,-0.346228,-0.369794,-0.365464,-0.361215,-0.357042,-0.352947,-0.348924,-0.344974,-0.368183,-0.363883,-0.359662,-0.355517,-0.351449,-0.347454,-0.34353,-0.366322,-0.362055,-0.357868,-0.353755,-0.349719,-0.345755,-0.341861,-0.364167,-0.359941,-0.355793,-0.351719,-0.347719,-0.34379,-0.339931,-0.361681,-0.3575,-0.353396,-0.349365,-0.345407,-0.34152,-0.337701,-0.358778,-0.35465,-0.350598,-0.346617,-0.342708,-0.338868,-0.335095
395,73.4171,-0.366926,-0.362606,-0.358368,-0.354207,-0.350123,-0.346112,-0.342173,-0.36555,-0.361256,-0.357043,-0.352906,-0.348845,-0.344857,-0.340941,-0.363968,-0.359704,-0.355518,-0.351409,-0.347375,-0.343413,-0.339523,-0.36214,-0.357909,-0.353756,-0.349678,-0.345676,-0.341745,-0.337885,-0.360024,-0.355834,-0.35172,-0.347679,-0.343713,-0.339817,-0.33599,-0.357583,-0.353436,-0.349365,-0.345368,-0.341443,-0.337588,-0.333802,-0.354731,-0.350637,-0.346618,-0.342669,-0.338793,-0.334984,-0.331243
396,74.1514,-0.362692,-0.35841,-0.354209,-0.350083,-0.346034,-0.342058,-0.338153,-0.361342,-0.357085,-0.352907,-0.348805,-0.34478,-0.340826,-0.336944,-0.359789,-0.35556,-0.35141,-0.347335,-0.343336,-0.339409,-0.335552,-0.357994,-0.353798,-0.34968,-0.345637,-0.341668,-0.337771,-0.333944,-0.355917,-0.351761,-0.347681,-0.343674,-0.339742,-0.335879,-0.332084,-0.353519,-0.349406,-0.345369,-0.341405,-0.337513,-0.33369,-0.329936,-0.350719,-0.346658,-0.342671,-0.338755,-0.334911,-0.331134,-0.327423
397,74.8929,-0.358496,-0.354251,-0.350085,-0.345995,-0.341982,-0.33804,-0.33417,-0.357171,-0.35295,-0.348808,-0.344741,-0.34075,-0.336831,-0.332982,-0.355646,-0.351453,-0.347338,-0.343298,-0.339333,-0.33544,-0.331616,-0.353883,-0.349722,-0.345639,-0.34163,-0.337695,-0.333831,-0.330038,-0.351844,-0.347723,-0.343677,-0.339704,-0.335805,-0.331974,-0.328213,-0.34949,-0.345411,-0.341407,-0.337475,-0.333616,-0.329826,-0.326103,-0.34674,-0.342712,-0.338758,-0.334874,-0.331062,-0.327316,-0.323637
398,75.6417,-0.354337,-0.350129,-0.345999,-0.341944,-0.337965,-0.334058,-0.330222,-0.353036,-0.348851,-0.344744,-0.340713,-0.336756,-0.332871,-0.329057,-0.351538,-0.347381,-0.343301,-0.339296,-0.335365,-0.331505,-0.327716,-0.349808,-0.345682,-0.341633,-0.337658,-0.333757,-0.329927,-0.326166,-0.347806,-0.343719,-0.339707,-0.335768,-0.331902,-0.328105,-0.324375,-0.345494,-0.341449,-0.337479,-0.33358,-0.329754,-0.325995,-0.322304,-0.342794,-0.338799,-0.334877,-0.331026,-0.327245,-0.323531,-0.319883
399,76.3978,-0.350215,-0.346043,-0.341948,-0.337929,-0.333985,-0.330112,-0.32631,-0.348937,-0.344788,-0.340717,-0.33672,-0.332798,-0.328947,-0.325166,-0.347467,-0.343345,-0.3393,-0.335329,-0.331433,-0.327606,-0.32385,-0.345767,-0.341677,-0.337662,-0.333721,-0.329854,-0.326057,-0.322329,-0.343803,-0.33975,-0.335772,-0.331867,-0.328034,-0.324269,-0.320572,-0.341533,-0.337521,-0.333584,-0.329718,-0.325924,-0.322198,-0.318539,-0.338881,-0.334919,-0.33103,-0.327211,-0.323462,-0.319779,-0.316162
400,77.1613,-0.346129,-0.341992,-0.337934,-0.33395,-0.330041,-0.326202,-0.322434,-0.344874,-0.340761,-0.336725,-0.332763,-0.328876,-0.325058,-0.321311,-0.343431,-0.339344,-0.335334,-0.331398,-0.327535,-0.323742,-0.320019,-0.341762,-0.337706,-0.333726,-0.329819,-0.325986,-0.322221,-0.318526,-0.339834,-0.335815,-0.331872,-0.327999,-0.324199,-0.320467,-0.316802,-0.337605,-0.333627,-0.329723,-0.32589,-0.322128,-0.318434,-0.314806,-0.335001,-0.331072,-0.327216,-0.323428,-0.319711,-0.316059,-0.312473
401,77.9322,-0.342079,-0.337979,-0.333956,-0.330007,-0.326132,-0.322328,-0.318593,-0.340847,-0.33677,-0.332769,-0.328842,-0.324988,-0.321205,-0.317491,-0.33943,-0.335378,-0.331403,-0.327501,-0.323673,-0.319913,-0.316223,-0.337792,-0.333771,-0.329825,-0.325952,-0.322151,-0.31842,-0.314757,-0.335899,-0.331915,-0.328005,-0.324166,-0.320399,-0.316699,-0.313066,-0.333711,-0.329766,-0.325896,-0.322095,-0.318366,-0.314703,-0.311107,-0.331154,-0.327258,-0.323434,-0.319679,-0.315993,-0.312373,-0.308817
402,78.7107,-0.338065,-0.334001,-0.330013,-0.326099,-0.322259,-0.318488,-0.314787,-0.336856,-0.332814,-0.328848,-0.324955,-0.321136,-0.317387,-0.313706,-0.335464,-0.331448,-0.327508,-0.32364,-0.319845,-0.316119,-0.312461,-0.333856,-0.32987,-0.325958,-0.322119,-0.318352,-0.314653,-0.311022,-0.331999,-0.328049,-0.324172,-0.320366,-0.316632,-0.312964,-0.309363,-0.32985,-0.325939,-0.322102,-0.318334,-0.314637,-0.311006,-0.307441,-0.32734,-0.323477,-0.319685,-0.315962,-0.312307,-0.308718,-0.305193
403,79.4969,-0.334087,-0.330058,-0.326106,-0.322227,-0.318421,-0.314684,-0.311017,-0.3329,-0.328893,-0.324962,-0.321104,-0.317319,-0.313603,-0.309955,-0.331534,-0.327553,-0.323647,-0.319813,-0.316051,-0.312359,-0.308734,-0.329955,-0.326003,-0.322126,-0.31832,-0.314586,-0.31092,-0.307322,-0.328133,-0.324216,-0.320373,-0.316601,-0.312899,-0.309263,-0.305694,-0.326023,-0.322146,-0.318341,-0.314605,-0.31094,-0.307341,-0.303807,-0.323559,-0.319728,-0.315968,-0.312277,-0.308654,-0.305096,-0.301601
404,80.2907,-0.330145,-0.326152,-0.322234,-0.31839,-0.314618,-0.310915,-0.307281,-0.32898,-0.325008,-0.321112,-0.317288,-0.313537,-0.309854,-0.306239,-0.327639,-0.323692,-0.319821,-0.316021,-0.312293,-0.308633,-0.305041,-0.326089,-0.322171,-0.318328,-0.314555,-0.310854,-0.307221,-0.303655,-0.3243,-0.320418,-0.316608,-0.312869,-0.309199,-0.305596,-0.302059,-0.32223,-0.318385,-0.314613,-0.31091,-0.307277,-0.303709,-0.300207,-0.31981,-0.316012,-0.312284,-0.308625,-0.305033,-0.301505,-0.298042
405,81.0923,-0.326238,-0.322281,-0.318398,-0.314588,-0.310851,-0.307181,-0.30358,-0.325094,-0.321158,-0.317297,-0.313507,-0.309789,-0.30614,-0.302558,-0.323778,-0.319866,-0.316029,-0.312263,-0.308568,-0.304941,-0.301382,-0.322257,-0.318373,-0.314564,-0.310825,-0.307157,-0.303556,-0.300022,-0.320502,-0.316653,-0.312877,-0.30917,-0.305533,-0.301962,-0.298456,-0.318469,-0.314658,-0.310918,-0.307248,-0.303646,-0.30011,-0.296638,-0.316094,-0.312328,-0.308633,-0.305004,-0.301444,-0.297947,-0.294514
406,81.9017,-0.322367,-0.318445,-0.314597,-0.310822,-0.307118,-0.303482,-0.299914,-0.321244,-0.317343,-0.313516,-0.30976,-0.306076,-0.30246,-0.298911,-0.319953,-0.316075,-0.312272,-0.308539,-0.304878,-0.301284,-0.297757,-0.318459,-0.31461,-0.310834,-0.307128,-0.303493,-0.299924,-0.296422,-0.316737,-0.312922,-0.309179,-0.305505,-0.3019,-0.298361,-0.294886,-0.314742,-0.310963,-0.307257,-0.303618,-0.300048,-0.296543,-0.293103,-0.31241,-0.308677,-0.305013,-0.301416,-0.297887,-0.294421,-0.291018
407,82.7191,-0.318531,-0.314644,-0.310831,-0.30709,-0.30342,-0.299817,-0.296282,-0.317429,-0.313563,-0.30977,-0.306048,-0.302398,-0.298815,-0.295298,-0.316161,-0.312318,-0.308549,-0.30485,-0.301222,-0.29766,-0.294165,-0.314696,-0.31088,-0.307138,-0.303465,-0.299862,-0.296326,-0.292856,-0.313006,-0.309224,-0.305514,-0.301873,-0.2983,-0.294792,-0.29135,-0.311047,-0.307302,-0.303628,-0.300021,-0.296483,-0.293009,-0.289599,-0.308759,-0.305058,-0.301426,-0.29786,-0.294362,-0.290926,-0.287554
408,83.5445,-0.31473,-0.310878,-0.3071,-0.303393,-0.299756,-0.296187,-0.292685,-0.313649,-0.309817,-0.306059,-0.302371,-0.298754,-0.295203,-0.291719,-0.312405,-0.308596,-0.30486,-0.301195,-0.2976,-0.294071,-0.290608,-0.310966,-0.307184,-0.303475,-0.299835,-0.296265,-0.292761,-0.289323,-0.309308,-0.30556,-0.301883,-0.298274,-0.294733,-0.291257,-0.287845,-0.307386,-0.303673,-0.300031,-0.296457,-0.29295,-0.289507,-0.286128,-0.30514,-0.30147,-0.29787,-0.294336,-0.290868,-0.287463,-0.284121
409,84.3779,-0.310965,-0.307147,-0.303404,-0.29973,-0.296127,-0.292591,-0.289121,-0.309903,-0.306106,-0.302382,-0.298727,-0.295143,-0.291626,-0.288174,-0.308682,-0.304908,-0.301206,-0.297573,-0.294011,-0.290514,-0.287083,-0.30727,-0.303522,-0.299846,-0.296239,-0.292702,-0.28923,-0.285823,-0.305644,-0.301929,-0.298284,-0.294708,-0.291199,-0.287754,-0.284374,-0.303757,-0.300077,-0.296467,-0.292924,-0.289449,-0.286037,-0.282689,-0.301553,-0.297915,-0.294346,-0.290844,-0.287407,-0.284032,-0.280719
410,85.2195,-0.307234,-0.303451,-0.299742,-0.296102,-0.292532,-0.289029,-0.285592,-0.306192,-0.302429,-0.298739,-0.295118,-0.291567,-0.288082,-0.284662,-0.304994,-0.301253,-0.297585,-0.293986,-0.290456,-0.286992,-0.283592,-0.303608,-0.299894,-0.296251,-0.292677,-0.289171,-0.285731,-0.282355,-0.302013,-0.298331,-0.294719,-0.291174,-0.287697,-0.284284,-0.280935,-0.300161,-0.296513,-0.292936,-0.289425,-0.28598,-0.282599,-0.279281,-0.297997,-0.294392,-0.290855,-0.287383,-0.283976,-0.280632,-0.277349
411,86.0694,-0.303537,-0.299789,-0.296114,-0.292508,-0.288971,-0.285501,-0.282096,-0.302515,-0.298787,-0.29513,-0.291543,-0.288024,-0.284572,-0.281184,-0.301339,-0.297633,-0.293998,-0.290432,-0.286934,-0.283502,-0.280134,-0.299979,-0.296298,-0.292689,-0.289147,-0.285674,-0.282265,-0.278921,-0.298415,-0.294765,-0.291186,-0.287674,-0.284228,-0.280847,-0.277528,-0.296597,-0.292982,-0.289436,-0.285957,-0.282544,-0.279193,-0.275906,-0.294474,-0.2909,-0.287394,-0.283953,-0.280577,-0.277263,-0.27401
412,86.9275,-0.299876,-0.296162,-0.29252,-0.288948,-0.285445,-0.282007,-0.278633,-0.298873,-0.295178,-0.291555,-0.288001,-0.284515,-0.281095,-0.277739,-0.297718,-0.294046,-0.290444,-0.286911,-0.283446,-0.280045,-0.276709,-0.296384,-0.292736,-0.28916,-0.28565,-0.282209,-0.278832,-0.275519,-0.294849,-0.291233,-0.287686,-0.284206,-0.280792,-0.277441,-0.274153,-0.293066,-0.289483,-0.285969,-0.282521,-0.279139,-0.275819,-0.272562,-0.290982,-0.28744,-0.283965,-0.280555,-0.27721,-0.273925,-0.270702
413,87.7941,-0.296248,-0.292569,-0.288961,-0.285422,-0.281951,-0.278546,-0.275205,-0.295264,-0.291603,-0.288014,-0.284493,-0.28104,-0.277651,-0.274327,-0.294131,-0.290492,-0.286924,-0.283423,-0.27999,-0.276622,-0.273317,-0.292822,-0.289208,-0.285663,-0.282187,-0.278778,-0.275432,-0.272149,-0.291317,-0.287733,-0.284218,-0.28077,-0.277387,-0.274068,-0.27081,-0.289566,-0.286016,-0.282534,-0.279117,-0.275766,-0.272476,-0.269249,-0.287522,-0.284011,-0.280568,-0.277188,-0.273873,-0.270618,-0.267424
414,88.6692,-0.292655,-0.28901,-0.285435,-0.281929,-0.278492,-0.275118,-0.271809,-0.291689,-0.288062,-0.284506,-0.281018,-0.277597,-0.274241,-0.270948,-0.290578,-0.286972,-0.283437,-0.279969,-0.276568,-0.273231,-0.269957,-0.289293,-0.285712,-0.282201,-0.278757,-0.275379,-0.272065,-0.268812,-0.287817,-0.284266,-0.280783,-0.277366,-0.274015,-0.270726,-0.267499,-0.286099,-0.282581,-0.27913,-0.275744,-0.272424,-0.269165,-0.265967,-0.284093,-0.280614,-0.277201,-0.273852,-0.270567,-0.267342,-0.264178
415,89.5528,-0.289095,-0.285484,-0.281943,-0.27847,-0.275065,-0.271724,-0.268446,-0.288148,-0.284555,-0.281032,-0.277576,-0.274188,-0.270863,-0.267602,-0.287057,-0.283485,-0.279983,-0.276547,-0.273178,-0.269873,-0.26663,-0.285797,-0.282248,-0.278771,-0.275359,-0.272013,-0.268729,-0.265508,-0.284349,-0.28083,-0.27738,-0.273995,-0.270675,-0.267416,-0.26422,-0.282664,-0.279177,-0.275758,-0.272404,-0.269114,-0.265885,-0.262717,-0.280695,-0.277247,-0.273866,-0.270547,-0.267292,-0.264097,-0.260962
416,90.445,-0.28557,-0.281992,-0.278485,-0.275045,-0.271672,-0.268363,-0.265117,-0.28464,-0.281081,-0.277591,-0.274168,-0.270811,-0.267519,-0.264289,-0.28357,-0.280031,-0.276561,-0.273158,-0.269821,-0.266547,-0.263335,-0.282333,-0.278818,-0.275373,-0.271993,-0.268679,-0.265426,-0.262235,-0.280914,-0.277427,-0.274009,-0.270655,-0.267366,-0.264138,-0.260972,-0.27926,-0.275805,-0.272418,-0.269094,-0.265835,-0.262636,-0.259498,-0.277329,-0.273912,-0.270561,-0.267273,-0.264048,-0.260883,-0.257776
417,91.346,-0.282078,-0.278534,-0.27506,-0.271653,-0.268312,-0.265035,-0.26182,-0.281166,-0.27764,-0.274183,-0.270792,-0.267468,-0.264207,-0.261008,-0.280116,-0.27661,-0.273173,-0.269801,-0.266496,-0.263254,-0.260073,-0.278903,-0.275421,-0.272008,-0.26866,-0.265377,-0.262155,-0.258995,-0.27751,-0.274056,-0.270669,-0.267347,-0.264089,-0.260892,-0.257755,-0.275888,-0.272465,-0.269109,-0.265816,-0.262587,-0.259419,-0.25631,-0.273993,-0.270608,-0.267287,-0.26403,-0.260834,-0.257698,-0.254621
418,92.2558,-0.278619,-0.275109,-0.271668,-0.268293,-0.264985,-0.261739,-0.258556,-0.277725,-0.274232,-0.270807,-0.267449,-0.264157,-0.260927,-0.257759,-0.276695,-0.273222,-0.269817,-0.266478,-0.263204,-0.259992,-0.256842,-0.275504,-0.272056,-0.268675,-0.265358,-0.262107,-0.258916,-0.255785,-0.274139,-0.270717,-0.267362,-0.264071,-0.260843,-0.257677,-0.25457,-0.272548,-0.269156,-0.265831,-0.262569,-0.25937,-0.256232,-0.253152,-0.270689,-0.267334,-0.264044,-0.260817,-0.257651,-0.254544,-0.251496
419,93.1746,-0.275194,-0.271717,-0.268309,-0.264967,-0.26169,-0.258476,-0.255323,-0.274316,-0.270857,-0.267465,-0.264139,-0.260878,-0.25768,-0.254542,-0.273306,-0.269866,-0.266493,-0.263186,-0.259944,-0.256763,-0.253643,-0.272139,-0.268723,-0.265374,-0.262089,-0.258868,-0.255708,-0.252608,-0.2708,-0.26741,-0.264086,-0.260826,-0.257629,-0.254493,-0.251416,-0.269239,-0.265879,-0.262584,-0.259353,-0.256184,-0.253075,-0.250025,-0.267415,-0.264091,-0.260832,-0.257634,-0.254498,-0.251421,-0.248401
420,94.1023,-0.271802,-0.268358,-0.264983,-0.261673,-0.258428,-0.255245,-0.252124,-0.270941,-0.267514,-0.264155,-0.260861,-0.257632,-0.254464,-0.251358,-0.26995,-0.266542,-0.263202,-0.259926,-0.256715,-0.253565,-0.250476,-0.268806,-0.265422,-0.262105,-0.258851,-0.255661,-0.252531,-0.249461,-0.267492,-0.264134,-0.260842,-0.257612,-0.254446,-0.25134,-0.248292,-0.265961,-0.262632,-0.259368,-0.256167,-0.253029,-0.249949,-0.246929,-0.264172,-0.260879,-0.25765,-0.254482,-0.251375,-0.248327,-0.245336
421,95.0391,-0.268443,-0.265032,-0.261689,-0.258411,-0.255198,-0.252047,-0.248956,-0.267599,-0.264204,-0.260878,-0.257615,-0.254417,-0.251281,-0.248205,-0.266627,-0.263251,-0.259943,-0.256699,-0.253519,-0.250399,-0.24734,-0.265505,-0.262153,-0.258868,-0.255645,-0.252486,-0.249386,-0.246346,-0.264216,-0.26089,-0.257629,-0.25443,-0.251294,-0.248217,-0.2452,-0.262714,-0.259416,-0.256184,-0.253013,-0.249904,-0.246854,-0.243862,-0.260959,-0.257697,-0.254498,-0.251359,-0.248282,-0.245263,-0.2423
422,95.985,-0.265117,-0.261739,-0.258428,-0.255182,-0.252001,-0.24888,-0.24582,-0.264288,-0.260927,-0.257632,-0.254402,-0.251235,-0.248129,-0.245083,-0.263335,-0.259992,-0.256716,-0.253503,-0.250354,-0.247265,-0.244236,-0.262235,-0.258916,-0.255662,-0.25247,-0.249341,-0.246272,-0.243261,-0.260972,-0.257677,-0.254447,-0.251279,-0.248173,-0.245126,-0.242137,-0.259498,-0.256232,-0.253029,-0.249889,-0.24681,-0.243789,-0.240826,-0.257777,-0.254545,-0.251376,-0.248267,-0.245219,-0.242228,-0.239294
423,96.9403,-0.261823,-0.258478,-0.2552,-0.251985,-0.248835,-0.245745,-0.242715,-0.261011,-0.257682,-0.254419,-0.25122,-0.248084,-0.245009,-0.241993,-0.260076,-0.256765,-0.25352,-0.250338,-0.24722,-0.244162,-0.241162,-0.258998,-0.25571,-0.252487,-0.249327,-0.246228,-0.243189,-0.240208,-0.257759,-0.254495,-0.251296,-0.248158,-0.245082,-0.242065,-0.239105,-0.256313,-0.253077,-0.249905,-0.246795,-0.243745,-0.240754,-0.23782,-0.254624,-0.251423,-0.248284,-0.245205,-0.242186,-0.239224,-0.236318
424,97.9048,-0.258562,-0.255249,-0.252003,-0.24882,-0.245701,-0.242642,-0.239642,-0.257765,-0.254468,-0.251238,-0.24807,-0.244965,-0.24192,-0.238935,-0.256848,-0.25357,-0.250356,-0.247206,-0.244118,-0.241089,-0.23812,-0.255792,-0.252536,-0.249344,-0.246214,-0.243146,-0.240136,-0.237184,-0.254576,-0.251344,-0.248175,-0.245068,-0.242022,-0.239034,-0.236104,-0.253159,-0.249954,-0.246812,-0.243731,-0.240711,-0.237749,-0.234843,-0.251502,-0.248331,-0.245222,-0.242172,-0.239182,-0.236248,-0.23337
425,98.8789,-0.255333,-0.252053,-0.248839,-0.245687,-0.242599,-0.23957,-0.236601,-0.254552,-0.251287,-0.248088,-0.244951,-0.241877,-0.238863,-0.235907,-0.253653,-0.250406,-0.247223,-0.244104,-0.241046,-0.238048,-0.235108,-0.252617,-0.249392,-0.246232,-0.243132,-0.240094,-0.237114,-0.234192,-0.251425,-0.248224,-0.245086,-0.242009,-0.238992,-0.236034,-0.233132,-0.250035,-0.24686,-0.243749,-0.240698,-0.237707,-0.234773,-0.231896,-0.24841,-0.245269,-0.242189,-0.239169,-0.236207,-0.233302,-0.230452
426,99.8624,-0.252136,-0.248888,-0.245706,-0.242586,-0.239528,-0.23653,-0.23359,-0.25137,-0.248137,-0.244969,-0.241864,-0.23882,-0.235836,-0.23291,-0.250488,-0.247273,-0.244122,-0.241033,-0.238006,-0.235037,-0.232127,-0.249474,-0.24628,-0.24315,-0.240081,-0.237073,-0.234123,-0.231229,-0.248305,-0.245134,-0.242026,-0.238979,-0.235993,-0.233063,-0.23019,-0.246941,-0.243797,-0.240715,-0.237694,-0.234732,-0.231827,-0.228978,-0.245348,-0.242236,-0.239186,-0.236195,-0.233262,-0.230385,-0.227563
427,100.856,-0.248971,-0.245755,-0.242604,-0.239515,-0.236488,-0.23352,-0.23061,-0.24822,-0.245019,-0.241883,-0.238808,-0.235795,-0.23284,-0.229943,-0.247356,-0.244172,-0.241052,-0.237993,-0.234996,-0.232057,-0.229176,-0.246361,-0.243199,-0.2401,-0.237061,-0.234082,-0.231161,-0.228296,-0.245215,-0.242075,-0.238998,-0.23598,-0.233023,-0.230122,-0.227278,-0.243877,-0.240764,-0.237712,-0.23472,-0.231787,-0.22891,-0.22609,-0.242315,-0.239233,-0.236212,-0.23325,-0.230346,-0.227496,-0.224702
428,101.858,-0.245838,-0.242654,-0.239534,-0.236476,-0.23348,-0.230541,-0.227661,-0.245102,-0.241932,-0.238827,-0.235783,-0.2328,-0.229875,-0.227007,-0.244254,-0.241101,-0.238012,-0.234984,-0.232017,-0.229107,-0.226255,-0.243279,-0.240148,-0.237079,-0.23407,-0.231122,-0.22823,-0.225394,-0.242155,-0.239046,-0.235999,-0.233011,-0.230083,-0.227211,-0.224395,-0.240844,-0.23776,-0.234738,-0.231775,-0.228871,-0.226023,-0.22323,-0.239312,-0.23626,-0.233268,-0.230334,-0.227458,-0.224637,-0.22187
429,102.871,-0.242736,-0.239584,-0.236495,-0.233468,-0.230502,-0.227593,-0.224742,-0.242014,-0.238876,-0.235802,-0.232788,-0.229835,-0.22694,-0.224102,-0.241183,-0.238062,-0.235003,-0.232005,-0.229068,-0.226188,-0.223364,-0.240228,-0.237128,-0.234089,-0.23111,-0.228191,-0.225328,-0.222521,-0.239126,-0.236047,-0.23303,-0.230072,-0.227173,-0.22433,-0.221542,-0.23784,-0.234786,-0.231794,-0.22886,-0.225985,-0.223165,-0.2204,-0.236338,-0.233315,-0.230352,-0.227447,-0.224599,-0.221806,-0.219066
430,103.894,-0.239666,-0.236545,-0.233488,-0.230491,-0.227555,-0.224676,-0.221854,-0.238958,-0.235851,-0.232808,-0.229824,-0.226901,-0.224035,-0.221226,-0.238143,-0.235053,-0.232025,-0.229057,-0.226149,-0.223298,-0.220503,-0.237208,-0.234138,-0.231129,-0.22818,-0.22529,-0.222456,-0.219677,-0.236127,-0.233078,-0.230091,-0.227162,-0.224292,-0.221477,-0.218718,-0.234866,-0.231842,-0.228879,-0.225974,-0.223127,-0.220335,-0.217598,-0.233393,-0.2304,-0.227466,-0.224589,-0.221769,-0.219003,-0.216291
431,104.926,-0.236627,-0.233537,-0.230511,-0.227544,-0.224638,-0.221788,-0.218995,-0.235933,-0.232857,-0.229844,-0.226891,-0.223997,-0.221161,-0.21838,-0.235134,-0.232074,-0.229076,-0.226139,-0.223261,-0.220439,-0.217672,-0.234217,-0.231178,-0.2282,-0.22528,-0.222419,-0.219613,-0.216863,-0.233158,-0.230139,-0.227181,-0.224282,-0.22144,-0.218654,-0.215922,-0.231921,-0.228927,-0.225993,-0.223117,-0.220299,-0.217535,-0.214825,-0.230477,-0.227513,-0.224608,-0.221759,-0.218967,-0.216229,-0.213544
432,105.969,-0.233618,-0.23056,-0.227564,-0.224628,-0.221751,-0.218931,-0.216167,-0.232938,-0.229893,-0.226911,-0.223988,-0.221124,-0.218316,-0.215564,-0.232155,-0.229126,-0.226159,-0.223251,-0.220403,-0.217609,-0.214871,-0.231257,-0.228248,-0.2253,-0.222409,-0.219577,-0.2168,-0.214077,-0.230218,-0.22723,-0.224301,-0.221431,-0.218618,-0.21586,-0.213156,-0.229006,-0.226041,-0.223137,-0.220289,-0.217499,-0.214763,-0.21208,-0.22759,-0.224655,-0.221778,-0.218958,-0.216194,-0.213483,-0.210824
433,107.022,-0.230641,-0.227614,-0.224648,-0.221742,-0.218895,-0.216104,-0.213368,-0.229974,-0.22696,-0.224008,-0.221114,-0.21828,-0.215501,-0.212777,-0.229206,-0.226208,-0.223271,-0.220394,-0.217574,-0.214809,-0.212099,-0.228327,-0.225348,-0.222429,-0.219568,-0.216765,-0.214016,-0.211321,-0.227308,-0.22435,-0.221451,-0.218609,-0.215825,-0.213094,-0.210418,-0.22612,-0.223185,-0.220309,-0.21749,-0.214727,-0.212019,-0.209364,-0.224732,-0.221825,-0.218977,-0.216185,-0.213448,-0.210764,-0.208133
434,108.085,-0.227694,-0.224698,-0.221762,-0.218886,-0.216068,-0.213306,-0.210599,-0.227041,-0.224057,-0.221135,-0.218271,-0.215465,-0.212715,-0.21002,-0.226288,-0.22332,-0.220414,-0.217565,-0.214774,-0.212038,-0.209356,-0.225426,-0.222477,-0.219588,-0.216756,-0.213981,-0.211261,-0.208594,-0.224428,-0.221499,-0.218629,-0.215816,-0.21306,-0.210358,-0.207709,-0.223263,-0.220357,-0.217509,-0.214719,-0.211984,-0.209303,-0.206675,-0.221902,-0.219024,-0.216204,-0.21344,-0.210731,-0.208074,-0.205469
435,109.159,-0.224778,-0.221812,-0.218907,-0.21606,-0.213271,-0.210538,-0.20786,-0.224137,-0.221184,-0.218291,-0.215457,-0.212681,-0.209959,-0.207292,-0.223399,-0.220462,-0.217585,-0.214766,-0.212004,-0.209296,-0.206642,-0.222555,-0.219636,-0.216776,-0.213973,-0.211227,-0.208534,-0.205895,-0.221577,-0.218677,-0.215836,-0.213052,-0.210324,-0.207649,-0.205027,-0.220434,-0.217557,-0.214739,-0.211976,-0.209269,-0.206616,-0.204014,-0.2191,-0.216251,-0.21346,-0.210723,-0.208041,-0.205411,-0.202832
436,110.243,-0.221892,-0.218956,-0.216081,-0.213264,-0.210504,-0.2078,-0.205149,-0.221264,-0.218341,-0.215478,-0.212673,-0.209925,-0.207232,-0.204593,-0.22054,-0.217634,-0.214787,-0.211996,-0.209263,-0.206583,-0.203956,-0.219714,-0.216824,-0.213994,-0.211219,-0.208501,-0.205837,-0.203225,-0.218755,-0.215884,-0.213072,-0.210316,-0.207616,-0.204969,-0.202374,-0.217635,-0.214787,-0.211996,-0.209262,-0.206583,-0.203956,-0.201382,-0.216327,-0.213506,-0.210743,-0.208033,-0.205379,-0.202775,-0.200223
437,111.338,-0.219035,-0.21613,-0.213285,-0.210497,-0.207766,-0.20509,-0.202468,-0.21842,-0.215527,-0.212694,-0.209918,-0.207199,-0.204534,-0.201923,-0.217711,-0.214835,-0.212017,-0.209256,-0.206551,-0.203899,-0.201299,-0.216902,-0.214042,-0.21124,-0.208494,-0.205804,-0.203167,-0.200582,-0.215961,-0.21312,-0.210337,-0.207609,-0.204937,-0.202317,-0.199749,-0.214864,-0.212044,-0.209282,-0.206576,-0.203924,-0.201324,-0.198776,-0.213582,-0.21079,-0.208054,-0.205372,-0.202744,-0.200167,-0.197641
438,112.444,-0.216209,-0.213334,-0.210518,-0.207759,-0.205057,-0.202409,-0.199815,-0.215606,-0.212743,-0.209939,-0.207192,-0.204501,-0.201865,-0.199281,-0.214912,-0.212065,-0.209276,-0.206544,-0.203867,-0.201243,-0.198671,-0.214119,-0.211288,-0.208515,-0.205797,-0.203135,-0.200526,-0.197968,-0.213197,-0.210384,-0.207629,-0.20493,-0.202285,-0.199693,-0.197152,-0.212121,-0.20933,-0.206596,-0.203917,-0.201293,-0.19872,-0.196198,-0.210865,-0.2081,-0.205392,-0.202737,-0.200136,-0.197586,-0.195086
